Service Price Name	Healthcare Service	Price Type	Currency	Service Charge	Group Name (If Applicable)
SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.74 - Foreign Cash	SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.74	Fixed Price	GHS	3496	Foreign cash
SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.74 - Foreign Credit	SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.74	Fixed Price	GHS	3706	Foreign credit
SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.67 - Local Cash	SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.67	Fixed Price	GHS	2350	Local cash
SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.67 - Local Credit	SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.67	Fixed Price	GHS	2491	Local credit
SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.67 - Foreign Cash	SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.67	Fixed Price	GHS	2820	Foreign cash
SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.67 - Foreign Credit	SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.67	Fixed Price	GHS	2989	Foreign credit
SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.6 - Local Cash	SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.6	Fixed Price	GHS	1875	Local cash
SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.6 - Local Credit	SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.6	Fixed Price	GHS	1988	Local credit
SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.6 - Foreign Cash	SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.6	Fixed Price	GHS	2250	Foreign cash
SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.6 - Foreign Credit	SV WHITE AR (SPH+/6.00- +/-7.00) hi index 1.6	Fixed Price	GHS	2385	Foreign credit
SV WHITE AR (SPH+/5.00- +/-6.00) 1.67 - Local Cash	SV WHITE AR (SPH+/5.00- +/-6.00) 1.67	Fixed Price	GHS	1938	Local cash
SV WHITE AR (SPH+/5.00- +/-6.00) 1.67 - Local Credit	SV WHITE AR (SPH+/5.00- +/-6.00) 1.67	Fixed Price	GHS	2054	Local credit
SV WHITE AR (SPH+/5.00- +/-6.00) 1.67 - Foreign Cash	SV WHITE AR (SPH+/5.00- +/-6.00) 1.67	Fixed Price	GHS	2326	Foreign cash
SV WHITE AR (SPH+/5.00- +/-6.00) 1.67 - Foreign Credit	SV WHITE AR (SPH+/5.00- +/-6.00) 1.67	Fixed Price	GHS	2466	Foreign credit
SV WHITE AR (SPH+/5.00- +/-6.00) 1.6 - Local Cash	SV WHITE AR (SPH+/5.00- +/-6.00) 1.6	Fixed Price	GHS	1563	Local cash
SV WHITE AR (SPH+/5.00- +/-6.00) 1.6 - Local Credit	SV WHITE AR (SPH+/5.00- +/-6.00) 1.6	Fixed Price	GHS	1657	Local credit
SV WHITE AR (SPH+/5.00- +/-6.00) 1.6 - Foreign Cash	SV WHITE AR (SPH+/5.00- +/-6.00) 1.6	Fixed Price	GHS	1876	Foreign cash
SV WHITE AR (SPH+/5.00- +/-6.00) 1.6 - Foreign Credit	SV WHITE AR (SPH+/5.00- +/-6.00) 1.6	Fixed Price	GHS	1989	Foreign credit
SV WHITE AR (SPH+/4.25- +/-3.75) hi index - Local Cash	SV WHITE AR (SPH+/4.25- +/-3.75) hi index	Fixed Price	GHS	1938	Local cash
SV WHITE AR (SPH+/4.25- +/-3.75) hi index - Local Credit	SV WHITE AR (SPH+/4.25- +/-3.75) hi index	Fixed Price	GHS	2054	Local credit
SV WHITE AR (SPH+/4.25- +/-3.75) hi index - Foreign Cash	SV WHITE AR (SPH+/4.25- +/-3.75) hi index	Fixed Price	GHS	2326	Foreign cash
SV WHITE AR (SPH+/4.25- +/-3.75) hi index - Foreign Credit	SV WHITE AR (SPH+/4.25- +/-3.75) hi index	Fixed Price	GHS	2466	Foreign credit
SV WHITE AR (SPH PLANO) - Local Cash	SV WHITE AR (SPH PLANO)	Fixed Price	GHS	344	Local cash
SV WHITE AR (SPH PLANO) - Local Credit	SV WHITE AR (SPH PLANO)	Fixed Price	GHS	365	Local credit
SV WHITE AR (SPH PLANO) - Foreign Cash	SV WHITE AR (SPH PLANO)	Fixed Price	GHS	413	Foreign cash
SV WHITE AR (SPH PLANO) - Foreign Credit	SV WHITE AR (SPH PLANO)	Fixed Price	GHS	438	Foreign credit
SV WHITE AR (SPH +/-6.00 - +/-7.00) - Local Cash	SV WHITE AR (SPH +/-6.00 - +/-7.00)	Fixed Price	GHS	1438	Local cash
SV WHITE AR (SPH +/-6.00 - +/-7.00) - Local Credit	SV WHITE AR (SPH +/-6.00 - +/-7.00)	Fixed Price	GHS	1524	Local credit
SV WHITE AR (SPH +/-6.00 - +/-7.00) - Foreign Cash	SV WHITE AR (SPH +/-6.00 - +/-7.00)	Fixed Price	GHS	1726	Foreign cash
SV WHITE AR (SPH +/-6.00 - +/-7.00) - Foreign Credit	SV WHITE AR (SPH +/-6.00 - +/-7.00)	Fixed Price	GHS	1830	Foreign credit
SV WHITE AR (SPH -/+4.50 –SPH+/-5.75) - Local Cash	SV WHITE AR (SPH -/+4.50 –SPH+/-5.75)	Fixed Price	GHS	900	Local cash
SV WHITE AR (SPH -/+4.50 –SPH+/-5.75) - Local Credit	SV WHITE AR (SPH -/+4.50 –SPH+/-5.75)	Fixed Price	GHS	954	Local credit
SV WHITE AR (SPH -/+4.50 –SPH+/-5.75) - Foreign Cash	SV WHITE AR (SPH -/+4.50 –SPH+/-5.75)	Fixed Price	GHS	1080	Foreign cash
SV WHITE AR (SPH -/+4.50 –SPH+/-5.75) - Foreign Credit	SV WHITE AR (SPH -/+4.50 –SPH+/-5.75)	Fixed Price	GHS	1145	Foreign credit
SV WHITE AR (SPH -/+4.50 –SPH+/-5.0) - Local Cash	SV WHITE AR (SPH -/+4.50 –SPH+/-5.0)	Fixed Price	GHS	850	Local cash
SV WHITE AR (SPH -/+4.50 –SPH+/-5.0) - Local Credit	SV WHITE AR (SPH -/+4.50 –SPH+/-5.0)	Fixed Price	GHS	901	Local credit
SV WHITE AR (SPH -/+4.50 –SPH+/-5.0) - Foreign Cash	SV WHITE AR (SPH -/+4.50 –SPH+/-5.0)	Fixed Price	GHS	1020	Foreign cash
SV WHITE AR (SPH -/+4.50 –SPH+/-5.0) - Foreign Credit	SV WHITE AR (SPH -/+4.50 –SPH+/-5.0)	Fixed Price	GHS	1081	Foreign credit
SV WHITE AR - Local Cash	SV WHITE AR	Fixed Price	GHS	750	Local cash
SV WHITE AR - Local Credit	SV WHITE AR	Fixed Price	GHS	795	Local credit
SV WHITE AR - Foreign Cash	SV WHITE AR	Fixed Price	GHS	900	Foreign cash
SV WHITE AR - Foreign Credit	SV WHITE AR	Fixed Price	GHS	954	Foreign credit
SV WHITE 1.74 (-/+9.00 - +/-10.00) - Local Cash	SV WHITE 1.74 (-/+9.00 - +/-10.00)	Fixed Price	GHS	4188	Local cash
SV WHITE 1.74 (-/+9.00 - +/-10.00) - Local Credit	SV WHITE 1.74 (-/+9.00 - +/-10.00)	Fixed Price	GHS	4439	Local credit
SV WHITE 1.74 (-/+9.00 - +/-10.00) - Foreign Cash	SV WHITE 1.74 (-/+9.00 - +/-10.00)	Fixed Price	GHS	5026	Foreign cash
SV WHITE 1.74 (-/+9.00 - +/-10.00) - Foreign Credit	SV WHITE 1.74 (-/+9.00 - +/-10.00)	Fixed Price	GHS	5328	Foreign credit
SV WHITE 1.67 (-/+9.00 -+/-10.00) - Local Cash	SV WHITE 1.67 (-/+9.00 -+/-10.00)	Fixed Price	GHS	3688	Local cash
SV WHITE 1.67 (-/+9.00 -+/-10.00) - Local Credit	SV WHITE 1.67 (-/+9.00 -+/-10.00)	Fixed Price	GHS	3909	Local credit
SV WHITE 1.67 (-/+9.00 -+/-10.00) - Foreign Cash	SV WHITE 1.67 (-/+9.00 -+/-10.00)	Fixed Price	GHS	4426	Foreign cash
SV WHITE 1.67 (-/+9.00 -+/-10.00) - Foreign Credit	SV WHITE 1.67 (-/+9.00 -+/-10.00)	Fixed Price	GHS	4692	Foreign credit
SV WHITE 1.6 (-/+ 9.00 - +/- 10.00) - Local Cash	SV WHITE 1.6 (-/+ 9.00 - +/- 10.00)	Fixed Price	GHS	3063	Local cash
SV WHITE 1.6 (-/+ 9.00 - +/- 10.00) - Local Credit	SV WHITE 1.6 (-/+ 9.00 - +/- 10.00)	Fixed Price	GHS	3247	Local credit
SV WHITE 1.6 (-/+ 9.00 - +/- 10.00) - Foreign Cash	SV WHITE 1.6 (-/+ 9.00 - +/- 10.00)	Fixed Price	GHS	3676	Foreign cash
SV WHITE 1.6 (-/+ 9.00 - +/- 10.00) - Foreign Credit	SV WHITE 1.6 (-/+ 9.00 - +/- 10.00)	Fixed Price	GHS	3897	Foreign credit
SV WHITE (SPH+/7.25- +/-8.75) hi index - Local Cash	SV WHITE (SPH+/7.25- +/-8.75) hi index	Fixed Price	GHS	3725	Local cash
SV WHITE (SPH+/7.25- +/-8.75) hi index - Local Credit	SV WHITE (SPH+/7.25- +/-8.75) hi index	Fixed Price	GHS	3949	Local credit
SV WHITE (SPH+/7.25- +/-8.75) hi index - Foreign Cash	SV WHITE (SPH+/7.25- +/-8.75) hi index	Fixed Price	GHS	4470	Foreign cash
SV WHITE (SPH+/7.25- +/-8.75) hi index - Foreign Credit	SV WHITE (SPH+/7.25- +/-8.75) hi index	Fixed Price	GHS	4738	Foreign credit
SV WHITE (SPH+/7.25- +/-8.25) hi index 1.67 - Local Cash	SV WHITE (SPH+/7.25- +/-8.25) hi index 1.67	Fixed Price	GHS	3438	Local cash
SV WHITE (SPH+/7.25- +/-8.25) hi index 1.67 - Local Credit	SV WHITE (SPH+/7.25- +/-8.25) hi index 1.67	Fixed Price	GHS	3644	Local credit
SV WHITE (SPH+/7.25- +/-8.25) hi index 1.67 - Foreign Cash	SV WHITE (SPH+/7.25- +/-8.25) hi index 1.67	Fixed Price	GHS	4126	Foreign cash
SV WHITE (SPH+/7.25- +/-8.25) hi index 1.67 - Foreign Credit	SV WHITE (SPH+/7.25- +/-8.25) hi index 1.67	Fixed Price	GHS	4374	Foreign credit
SV WHITE (SPH+/7.25- +/-8.25) hi index 1.6 - Local Cash	SV WHITE (SPH+/7.25- +/-8.25) hi index 1.6	Fixed Price	GHS	3163	Local cash
SV WHITE (SPH+/7.25- +/-8.25) hi index 1.6 - Local Credit	SV WHITE (SPH+/7.25- +/-8.25) hi index 1.6	Fixed Price	GHS	3353	Local credit
SV WHITE (SPH+/7.25- +/-8.25) hi index 1.6 - Foreign Cash	SV WHITE (SPH+/7.25- +/-8.25) hi index 1.6	Fixed Price	GHS	3796	Foreign cash
SV WHITE (SPH+/7.25- +/-8.25) hi index 1.6 - Foreign Credit	SV WHITE (SPH+/7.25- +/-8.25) hi index 1.6	Fixed Price	GHS	4024	Foreign credit
SV WHITE (SPH+/6.00- +/-7.00) hi index 1.74 - Local Cash	SV WHITE (SPH+/6.00- +/-7.00) hi index 1.74	Fixed Price	GHS	2625	Local cash
SV WHITE (SPH+/6.00- +/-7.00) hi index 1.74 - Local Credit	SV WHITE (SPH+/6.00- +/-7.00) hi index 1.74	Fixed Price	GHS	2783	Local credit
SV WHITE (SPH+/6.00- +/-7.00) hi index 1.74 - Foreign Cash	SV WHITE (SPH+/6.00- +/-7.00) hi index 1.74	Fixed Price	GHS	3150	Foreign cash
SV WHITE (SPH+/6.00- +/-7.00) hi index 1.74 - Foreign Credit	SV WHITE (SPH+/6.00- +/-7.00) hi index 1.74	Fixed Price	GHS	3339	Foreign credit
BF WHITE - Local Cash	BF WHITE	Fixed Price	GHS	750	Local cash
PROG TRANS PLATINUM BLUE X - Local Cash	PROG TRANS PLATINUM BLUE X	Fixed Price	GHS	7750	Local cash
PROG TRANS PLATINUM BLUE X - Local Credit	PROG TRANS PLATINUM BLUE X	Fixed Price	GHS	8215	Local credit
Rheumatoid Factor Serum Cash (GH Resident)	Rheumatoid Factor Serum	Fixed Price	GHS	95	
Rheumatoid Factor Serum Cash (Non Resident)	Rheumatoid Factor Serum	Fixed Price	GHS	114	
Rheumatoid Factor Serum Credit (GH Resident)	Rheumatoid Factor Serum	Fixed Price	GHS	101	
Rheumatoid Factor Serum Credit (Non Resident)	Rheumatoid Factor Serum	Fixed Price	GHS	120	
C- Peptide Cash (GH Resident)	C- Peptide	Fixed Price	GHS	259	
C- Peptide Cash (Non Resident)	C- Peptide	Fixed Price	GHS	311	
C- Peptide Credit (GH Resident)	C- Peptide	Fixed Price	GHS	275	
C- Peptide Credit (Non Resident)	C- Peptide	Fixed Price	GHS	327	
BF WHITE BLUE X (CYL+ -4.00) - Local Cash	BF WHITE BLUE X (CYL+ -4.00)	Fixed Price	GHS	1306	Local cash
BF WHITE BLUE X (CYL+ -4.00) - Local Credit	BF WHITE BLUE X (CYL+ -4.00)	Fixed Price	GHS	1384	Local credit
BF WHITE BLUE X (CYL+ -4.00) - Foreign Cash	BF WHITE BLUE X (CYL+ -4.00)	Fixed Price	GHS	1567	Foreign cash
BF WHITE BLUE X (CYL+ -4.00) - Foreign Credit	BF WHITE BLUE X (CYL+ -4.00)	Fixed Price	GHS	1661	Foreign credit
D - DIMER Credit (Non Resident)	D - DIMER	Fixed Price	GHS	469	
Consultation - I.O.P - Foreign Credit	Consultation (Eye Clinic)	Fixed Price	GHS	254	Foreign credit
Consultation - I.O.P - Local Cash	Consultation (Eye Clinic)	Fixed Price	GHS	200	Local cash
Examination Under Anaesthesia - Local Cash	Examination Under Anaesthesia	Fixed Price	GHS	300	Local cash
Examination Under Anaesthesia - Local Credit	Examination Under Anaesthesia	Fixed Price	GHS	318	Local credit
Examination Under Anaesthesia - Foreign Cash	Examination Under Anaesthesia	Fixed Price	GHS	360	Foreign cash
Examination Under Anaesthesia - Foreign Credit	Examination Under Anaesthesia	Fixed Price	GHS	382	Foreign credit
BINOCULAR VISION ASSESSMENT - Local Cash	BINOCULAR VISION ASSESSMENT	Fixed Price	GHS	200	Local cash
BINOCULAR VISION ASSESSMENT - Local Credit	BINOCULAR VISION ASSESSMENT	Fixed Price	GHS	212	Local credit
BINOCULAR VISION ASSESSMENT - Foreign Cash	BINOCULAR VISION ASSESSMENT	Fixed Price	GHS	240	Foreign cash
BINOCULAR VISION ASSESSMENT - Foreign Credit	BINOCULAR VISION ASSESSMENT	Fixed Price	GHS	254	Foreign credit
COLOUR VISION ASSESSMENT - Local Cash	COLOUR VISION ASSESSMENT	Fixed Price	GHS	200	Local cash
COLOUR VISION ASSESSMENT - Local Credit	COLOUR VISION ASSESSMENT	Fixed Price	GHS	212	Local credit
COLOUR VISION ASSESSMENT - Foreign Cash	COLOUR VISION ASSESSMENT	Fixed Price	GHS	240	Foreign cash
COLOUR VISION ASSESSMENT - Foreign Credit	COLOUR VISION ASSESSMENT	Fixed Price	GHS	254	Foreign credit
FOREIGN BODY REMOVAL (EYE) - Local Cash	FOREIGN BODY REMOVAL (EYE)	Fixed Price	GHS	300	Local cash
FOREIGN BODY REMOVAL (EYE) - Local Credit	FOREIGN BODY REMOVAL (EYE)	Fixed Price	GHS	318	Local credit
FOREIGN BODY REMOVAL (EYE) - Foreign Cash	FOREIGN BODY REMOVAL (EYE)	Fixed Price	GHS	360	Foreign cash
FOREIGN BODY REMOVAL (EYE) - Foreign Credit	FOREIGN BODY REMOVAL (EYE)	Fixed Price	GHS	382	Foreign credit
Reporting fee - Cash (GH Resident)	Reporting fee	Fixed Price	GHS	306	
Reporting fee - Cash (Non Resident)	Reporting fee	Fixed Price	GHS	367	
Reporting fee - Credit (Non Resident)	Reporting fee	Fixed Price	GHS	386	
Reporting fee - Credit (GH Resident)	Reporting fee	Fixed Price	GHS	324	
FREE TESTOSTERONE - Cash (GH Resident)	FREE TESTOSTERONE	Fixed Price	GHS	410	
FREE TESTOSTERONE - Cash (Non Resident)	FREE TESTOSTERONE	Fixed Price	GHS	492	
FREE TESTOSTERONE - Credit (Non Resident)	FREE TESTOSTERONE	Fixed Price	GHS	517	
FREE TESTOSTERONE - Credit (GH Resident)	FREE TESTOSTERONE	Fixed Price	GHS	435	
X-RAY HSG Cash (Non Resident)	X-RAY HSG	Fixed Price	GHS	1434	
Consultation - I.O.P - Foreign Cash	Consultation (Eye Clinic)	Fixed Price	GHS	240	Foreign cash
CA 15-3 (Breast Cancer Antigen) - Credit (Non Resident)	CA 15-3 (Breast Cancer Antigen)	Fixed Price	GHS	313	
Urine Cytology - Cash (GH Resident)	Urine Cytology	Fixed Price	GHS	432	
Urine Cytology - Cash (Non Resident)	Urine Cytology	Fixed Price	GHS	518	
Urine Cytology - Credit (Non Resident)	Urine Cytology	Fixed Price	GHS	544	
Urine Cytology - Credit (GH Resident)	Urine Cytology	Fixed Price	GHS	458	
Binocular Indirect Ophthalnoscopy - Cash (GH Resident)	Binocular Indirect Ophthalnoscopy	Fixed Price	GHS	324	
Binocular Indirect Ophthalnoscopy - Cash (Non Resident)	Binocular Indirect Ophthalnoscopy	Fixed Price	GHS	389	
Binocular Indirect Ophthalnoscopy - Credit (Non Resident)	Binocular Indirect Ophthalnoscopy	Fixed Price	GHS	408	
Binocular Indirect Ophthalnoscopy - Credit (GH Resident)	Binocular Indirect Ophthalnoscopy	Fixed Price	GHS	343	
Islet Cell Ab. (pancreas Ab.& Anti-gad Ab.) - Cash (GH Resident)	Islet Cell Ab. (pancreas Ab.& Anti-gad Ab.)	Fixed Price	GHS	648	
Islet Cell Ab. (pancreas Ab.& Anti-gad Ab.) - Cash (Non Resident)	Islet Cell Ab. (pancreas Ab.& Anti-gad Ab.)	Fixed Price	GHS	778	
Islet Cell Ab. (pancreas Ab.& Anti-gad Ab.) - Credit (GH Resident)	Islet Cell Ab. (pancreas Ab.& Anti-gad Ab.)	Fixed Price	GHS	687	
Islet Cell Ab. (pancreas Ab.& Anti-gad Ab.) - Credit (Non Resident)	Islet Cell Ab. (pancreas Ab.& Anti-gad Ab.)	Fixed Price	GHS	816	
Anti-Nuclear factor - Cash (GH Resident)	Anti-Nuclear factor	Fixed Price	GHS	286	
Anti-Nuclear factor - Cash (Non Resident)	Anti-Nuclear factor	Fixed Price	GHS	343	
Anti-Nuclear factor - Credit (GH Resident)	Anti-Nuclear factor	Fixed Price	GHS	303	
Anti-Nuclear factor - Credit (Non Resident)	Anti-Nuclear factor	Fixed Price	GHS	361	
Domiciliary Consultation - Cash (GH Resident)	Domiciliary Consultation	Fixed Price	GHS	614	
Domiciliary Consultation - Cash (Non Resident)	Domiciliary Consultation	Fixed Price	GHS	737	
Domiciliary Consultation - Credit (Non Resident)	Domiciliary Consultation	Fixed Price	GHS	774	
Domiciliary Consultation - Credit (GH Resident)	Domiciliary Consultation	Fixed Price	GHS	651	
Liquid Based Cytology Cash (Non Resident)	LIQUID BASED CYTOLOGY	Fixed Price	GHS	415	
Tissue Transglutaminase IgA (tTG-IgA) - Cash (GH Resident)	Tissue Transglutaminase IgA (tTG-IgA)	Fixed Price	GHS	389	
Tissue Transglutaminase IgA (tTG-IgA) - Cash (Non Resident)	Tissue Transglutaminase IgA (tTG-IgA)	Fixed Price	GHS	467	
Tissue Transglutaminase IgA (tTG-IgA) - Credit (GH Resident)	Tissue Transglutaminase IgA (tTG-IgA)	Fixed Price	GHS	412	
Tissue Transglutaminase IgA (tTG-IgA) - Credit (Non Resident)	Tissue Transglutaminase IgA (tTG-IgA)	Fixed Price	GHS	490	
TSH-Ab - Cash (Non Resident)	TSH-Ab	Fixed Price	GHS	778	
TSH-Ab - Credit (Non Resident)	TSH-Ab	Fixed Price	GHS	816	
Pleural Aspirate C/S - Cash (GH Resident)	Pleural Aspirate C/S	Fixed Price	GHS	497	
Consultation - I.O.P - Local Credit	Consultation (Eye Clinic)	Fixed Price	GHS	212	Local credit
Suturing Major - Cash (GH Resident)	Suturing Major	Fixed Price	GHS	500	
Suturing Major - Cash (Non Resident)	Suturing Major	Fixed Price	GHS	600	
Suturing Major - Credit (GH Resident)	Suturing Major	Fixed Price	GHS	530	
Suturing Major - Credit (Non Resident)	Suturing Major	Fixed Price	GHS	630	
Suturing Intermediate - Cash (GH Resident)	Suturing Intermediate	Fixed Price	GHS	396	
Suturing Intermediate - Cash (Non Resident)	Suturing Intermediate	Fixed Price	GHS	475	
Suturing Intermediate - Credit (Non Resident)	Suturing Intermediate	Fixed Price	GHS	499	
Suturing Intermediate - Credit (GH Resident)	Suturing Intermediate	Fixed Price	GHS	420	
Suturing Minor - Cash (GH Resident)	Suturing Minor	Fixed Price	GHS	331	
Suturing Minor - Cash (Non Resident)	Suturing Minor	Fixed Price	GHS	397	
Suturing Minor - Credit (Non Resident)	Suturing Minor	Fixed Price	GHS	417	
Suturing Minor - Credit (GH Resident)	Suturing Minor	Fixed Price	GHS	351	
Hepatitis A Virus Immunoglobulin M - Cash (Non Resident)	Hepatitis A Virus Immunoglobulin M	Fixed Price	GHS	311	
Hepatitis A Virus Immunoglobulin M - Credit (Non Resident)	Hepatitis A Virus Immunoglobulin M	Fixed Price	GHS	327	
MMR(Measels, Mumps & Rubella) - Cash (GH Resident)	MMR(Measels, Mumps & Rubella)	Fixed Price	GHS	1750	
MMR(Measels, Mumps & Rubella) - Cash (Non Resident)	MMR(Measels, Mumps & Rubella)	Fixed Price	GHS	2100	
MMR(Measels, Mumps & Rubella) - Credit (GH Resident)	MMR(Measels, Mumps & Rubella)	Fixed Price	GHS	1855	
MMR(Measels, Mumps & Rubella) - Credit (Non Resident)	MMR(Measels, Mumps & Rubella)	Fixed Price	GHS	2204	
Quantiferon Gold Test - Cash (GH Resident)	Quantiferon Gold Test	Fixed Price	GHS	1944	
Quantiferon Gold Test - Cash (Non Resident)	Quantiferon Gold Test	Fixed Price	GHS	2333	
Quantiferon Gold Test - Credit (Non Resident)	Quantiferon Gold Test	Fixed Price	GHS	2449	
Quantiferon Gold Test - Credit (GH Resident)	Quantiferon Gold Test	Fixed Price	GHS	2061	
Calcium-ionized Credit (Non Resident)	Calcium-Ionized	Fixed Price	GHS	152	
X-RAY SCOLIOSIS SERIES - Foreign Credit	X-RAY SCOLIOSIS SERIES	Fixed Price	GHS	1187	Foreign credit
X-RAY RIGHT HUMERUS - Foreign Cash	X-RAY RIGHT HUMERUS	Fixed Price	GHS	348	Foreign cash
CT-NECK SOFT TISSUE (WITH CONT.) - Foreign Credit	CT-NECK SOFT TISSUE (WITH CONT.)	Fixed Price	GHS	2393	Foreign credit
X-RAY MIC. CYSTO URETHROGRAM - Foreign Cash	X-RAY MIC. CYSTO URETHROGRAM	Fixed Price	GHS	1487	Foreign cash
X-RAY PNS - Foreign Cash	X-RAY PNS	Fixed Price	GHS	551	Foreign cash
Takoradi Registration fee - Cash (GH Resident)	Takoradi Registration fee	Fixed Price	GHS	61	
CD4 Count - Foreign Cash	CD4 Count	Fixed Price	GHS	570	Foreign cash
CT-ABDO/PELVIC (PLAIN) - Foreign Cash	CT-ABDO/PELVIC (PLAIN)	Fixed Price	GHS	1738	Foreign cash
Takoradi Registration fee - Cash (Non Resident)	Takoradi Registration fee	Fixed Price	GHS	73	
Takoradi Registration fee - Credit (GH Resident)	Takoradi Registration fee	Fixed Price	GHS	65	
Takoradi Registration fee - Credit (Non Resident)	Takoradi Registration fee	Fixed Price	GHS	77	
X-RAY HSG Credit (Non Resident)	X-RAY HSG	Fixed Price	GHS	1506	
URINE-METANEPHRINES - Credit (Non Resident)	URINE-METANEPHRINES	Fixed Price	GHS	1960	
Oral Glucose Tolerance Test (Local Insurance)	Oral Glucose Tolerance Test	Fixed Price	GHS	311	Local insurance
ECG - Foreign Cash	ECG	Fixed Price	GHS	263	Foreign cash
ECG - GH Resident Cash	ECG	Fixed Price	GHS	219	
Lipid Panel, Fasting, Serum - GH Resident Cash	Lipid Panel, Fasting, Serum	Fixed Price	GHS	258	
Stool Routine Examination - Foreign Credit	Stool Routine Examination	Fixed Price	GHS	125	Foreign credit
Stool Routine Examination GH Resident Cash	Stool Routine Examination	Fixed Price	GHS	98	
ABO group [Type] in Blood - Cash (GH Resident)	ABO group [Type] in Blood	Fixed Price	GHS	83	
ACE - Cash (GH Resident)	ACE	Fixed Price	GHS	166	
Alpha Amylase - Cash (GH Resident)	Alpha Amylase	Fixed Price	GHS	173	
Anti Thyroid Stimulating Hormone - Cash (GH Resident)	Anti Thyroid Stimulating Hormone	Fixed Price	GHS	648	
Anti Mullerian Hormone - Cash (GH Resident)	Anti Mullerian Hormone	Fixed Price	GHS	702	
Anti Smooth Muscle Antibody - Cash (GH Resident)	Anti Smooth Muscle Antibody	Fixed Price	GHS	389	
24HR Urine Catecholamines(includes Noradrenaline) - Cash (GH Resident)	24HR Urine Catecholamines(includes Noradrenaline)	Fixed Price	GHS	1273	
Satelite Detention Fee - Foreign Credit	Satelite Detention Fee	Fixed Price	GHS	541	Foreign credit
Follicle-Stimulating Hormone (FSH), Serum - Foreign Cash	Follicle-Stimulating Hormone (FSH), Serum	Fixed Price	GHS	203	Foreign cash
Hepatitis Be Antibody - Foreign Credit	Hepatitis Be Antibody	Fixed Price	GHS	303	Foreign credit
X-RAY LEFT FINGERS - Foreign Credit	X-RAY LEFT FINGERS	Fixed Price	GHS	369	Foreign credit
X-RAY HIP JOINTS - Foreign Cash	X-RAY HIP JOINTS	Fixed Price	GHS	348	Foreign cash
X-RAY CERVICAL SPINE - Foreign Credit	X-RAY CERVICAL SPINE	Fixed Price	GHS	369	Foreign credit
WOUND SWAB C/S - Foreign Cash	WOUND SWAB C/S	Fixed Price	GHS	343	Foreign cash
Satelite Detention Fee - Foreign Cash	Satelite Detention Fee	Fixed Price	GHS	510	Foreign cash
Skin Scrapping - Foreign Credit	Skin Scrapping	Fixed Price	GHS	243	Foreign credit
VDRL (SYPHILIS Antibody) - Foreign Cash	VDRL (SYPHILIS Antibody)	Fixed Price	GHS	151	Foreign cash
Transferrin - (Local Insurance)	Transferrin	Fixed Price	GHS	200	Local insurance
NC1 - Full Blood Count (FBC) without comment - Cash (Non-Resident)	NC1 - Full Blood Count (FBC) without comment	Fixed Price	GHS	113	
US- small parts - Foreign Cash	US- small parts	Fixed Price	GHS	462	Foreign cash
Hepatitis B Viral load - Foreign Credit	Hepatitis B Viral load	Fixed Price	GHS	1184	Foreign credit
Hepatitis A Virus Immunoglobulin G - Credit (GH Resident)	Hepatitis A Virus Immunoglobulin G	Fixed Price	GHS	275	
URINE Routine Examination CASH (Non Resident)	Urine Routine Examination	Fixed Price	GHS	138	
Transferrin - Foreign Credit	Transferrin	Fixed Price	GHS	238	Foreign credit
Alpha Feto Protein - Cash (GH Resident)	Alpha Feto Protein	Fixed Price	GHS	189	
APTT- Cash (GH Resident)	APTT	Fixed Price	GHS	155	
Bacteria Identified In Urethra By Culture - Cash (GH Resident)	Bacteria identified in Urethra by Culture	Fixed Price	GHS	258	
Blood type and Crossmatch panel - Blood - Foreign Cash	Blood type and Crossmatch panel - Blood	Fixed Price	GHS	167	Foreign cash
RUBIN (Neonatal Jundice) - Cash (GH Resident)	BILIRUBIN (Neonatal Jundice)	Fixed Price	GHS	243	
Arterial Blood Gas - Cash (GH Resident)	Arterial Blood Gas	Fixed Price	GHS	299	
C Reactive Protein [Mass/Volume] In Blood By High Sensitivity Method - Cash (GH Resident)	C reactive protein [Mass/volume] in Blood by High sensitivity method	Fixed Price	GHS	101	
Carcinoembryonic Antigen (CEA) - Cash (GH Resident)	Carcinoembryonic Antigen (CEA)	Fixed Price	GHS	227	
Anti-Doublestranded Deoxyribonucleic Acid - Cash (GH Resident)	Anti-Doublestranded Deoxyribonucleic Acid	Fixed Price	GHS	324	
